BOTSWANA,BOTSWANA,FRANCISTOWN,0
KWAZULU NATAL,LADYSMITH,OBSERVATION HILL,3370
KWAZULU NATAL,LADYSMITH,OLD GOLF COURSE,3370
KWAZULU NATAL,LADYSMITH,RESERVOIR HILLS,3370
KWAZULU NATAL,LADYSMITH,RESERVOIR RD,3370
KWAZULU NATAL,LADYSMITH,ROOSBOOM,3370
KWAZULU NATAL,LADYSMITH,ROSE PARK,3370
KWAZULU NATAL,LADYSMITH,SCHUINSHOOGTE,3370
KWAZULU NATAL,LADYSMITH,SIGNAL HILL,3370
KWAZULU NATAL,LADYSMITH,STEADVILLE,3373
KWAZULU NATAL,LADYSMITH,VAN RIEBEECK PARK,3370
KWAZULU NATAL,LETSOPA,LETSOPA,4001
KWAZULU NATAL,LINK HILLS,LINK HILLS,3652
KWAZULU NATAL,LUYOLO VALLEY,LUYOLO VALLEY,4001
KWAZULU NATAL,MANDENI,MANDENI,4490
KWAZULU NATAL,MELMOTH,DENNY DALTON,3837
KWAZULU NATAL,MELMOTH,MELMOTH,3835
KWAZULU NATAL,MELMOTH,OSBORN,3835
KWAZULU NATAL,MELMOTH,RAMALHURST,3835
KWAZULU NATAL,MKUZE,MKUZE,3965
KWAZULU NATAL,MONTESEEL,MONTESEEL,3610
KWAZULU NATAL,MOOI RIVER,MOOI RIVER,3300
KWAZULU NATAL,MOOI RIVER,NOTTINGHAM RD,3290
KWAZULU NATAL,MOOI RIVER,ROSETTA,3301
KWAZULU NATAL,MOUNT EDGECOMBE,MOUNT EDGECOMBE COUNTRY ESTATE,4037
KWAZULU NATAL,MOUNT EDGECOMBE,MOUNT EDGECOMBE,4037
KWAZULU NATAL,MTUBATUBA,MPOSA,3935
KWAZULU NATAL,MTUBATUBA,MTUBATUBA,3935
KWAZULU NATAL,MTUBATUBA,TEZA,3935
KWAZULU NATAL,MTUNZINI,MTUNZINI,3867
KWAZULU NATAL,MTWALUME,MTWALUME,4186
KWAZULU NATAL,NATALS COAST,BANANA BEACH,4235
KWAZULU NATAL,NATALS COAST,BENDILO,4230
KWAZULU NATAL,NATALS COAST,CATALINA BAY,4186
KWAZULU NATAL,NATALS COAST,PORTABELLO,4278
KWAZULU NATAL,NEWCASTLE,AMAJUBA PARK,2940
KWAZULU NATAL,NEWCASTLE,AMAJUBA,2940
KWAZULU NATAL,NEWCASTLE,AMIEL PARK,2940
KWAZULU NATAL,NEWCASTLE,ARBORPARK,2940
KWAZULU NATAL,NEWCASTLE,AVIARY HILL,2940
KWAZULU NATAL,NEWCASTLE,BARRY HERTZOG PARK,2940
KWAZULU NATAL,NEWCASTLE,BERGVIEW,2940
KWAZULU NATAL,NEWCASTLE,DURNACOL,3082
KWAZULU NATAL,NEWCASTLE,EQUARAND,2940
KWAZULU NATAL,NEWCASTLE,FAIRLEIGH,2940
KWAZULU NATAL,NEWCASTLE,FERNWOOD,2940
KWAZULU NATAL,NEWCASTLE,FERRAX,2953
KWAZULU NATAL,NEWCASTLE,HILLDROP,2940
KWAZULU NATAL,NEWCASTLE,HUTTENHEIGHTS,2956
KWAZULU NATAL,NEWCASTLE,LENNOXTON,2958
KWAZULU NATAL,NEWCASTLE,LENVILLE,2940
KWAZULU NATAL,NEWCASTLE,MADADENI,2951
KWAZULU NATAL,NEWCASTLE,NCANDU PARK,2940
KWAZULU NATAL,NEWCASTLE,NEWCASTLE,2940
KWAZULU NATAL,NEWCASTLE,OSIZWENI,2951
KWAZULU NATAL,NEWCASTLE,PARADISE,2940
KWAZULU NATAL,NEWCASTLE,PIONEER PARK,2940
KWAZULU NATAL,NEWCASTLE,RICHVIEW,2940
KWAZULU NATAL,NEWCASTLE,RIVERSIDE,2940
KWAZULU NATAL,NEWCASTLE,SCHUINSHOOGTE,2940
KWAZULU NATAL,NEWCASTLE,SIGNAL HILL,2940
KWAZULU NATAL,NEWCASTLE,SUNNYRIDGE,2940
KWAZULU NATAL,NEWCASTLE,SUNSET VIEW,2940
KWAZULU NATAL,NEWCASTLE,SURAYAVILLE,2940
KWAZULU NATAL,NEWCASTLE,VILJOEN PARK,2940
KWAZULU NATAL,NEWCASTLE,VLAM,2940
KWAZULU NATAL,OTTOS BLUFF,OTTOS BLUFF,3201
KWAZULU NATAL,PAULPIETERSBURG,EBILANYONI,3185
KWAZULU NATAL,PAULPIETERSBURG,PAULPIETERSBURG,3180
KWAZULU NATAL,PENNINGTON,PENNINGTON,4184
KWAZULU NATAL,PHOENIX,BROOKDALE,4068
KWAZULU NATAL,PHOENIX,CAMPBELLSTOWN,4300
KWAZULU NATAL,PHOENIX,CANESIDE,4068
KWAZULU NATAL,PHOENIX,CLAYFIELD,4068
KWAZULU NATAL,PHOENIX,EASTBURY,4068
KWAZULU NATAL,PHOENIX,FOREST HAVEN,4068
KWAZULU NATAL,PHOENIX,GREENBURY,4068
KWAZULU NATAL,PHOENIX,GROVE END,4068
KWAZULU NATAL,PHOENIX,LENHAM,4068
KWAZULU NATAL,PHOENIX,LONGBURY,4068
KWAZULU NATAL,PHOENIX,NORTHCROFT,4068
KWAZULU NATAL,PHOENIX,PALMVIEW,4068
KWAZULU NATAL,PHOENIX,PHOENIX INDUSTRIAL,4068
KWAZULU NATAL,PHOENIX,PHOENIX,4068
KWAZULU NATAL,PHOENIX,RAINHAM,4068
KWAZULU NATAL,PHOENIX,REDFERN,4068
KWAZULU NATAL,PHOENIX,ROCKFORD,4068
KWAZULU NATAL,PHOENIX,RYDALVALE,4068
KWAZULU NATAL,PHOENIX,SHASTRI PARK,4068
KWAZULU NATAL,PHOENIX,SOUTHGATE,4068
KWAZULU NATAL,PHOENIX,STANMORE,4068
KWAZULU NATAL,PHOENIX,STONEBRIDGE,4068
KWAZULU NATAL,PHOENIX,SUNFORD,4068
KWAZULU NATAL,PHOENIX,TRENANCE MANOR,4068
KWAZULU NATAL,PHOENIX,WESTHAM,4068
KWAZULU NATAL,PHOENIX,WHETSTONE,4068
KWAZULU NATAL,PHOENIX,WOODVIEW,4068
KWAZULU NATAL,PIETERMARITZBURG,ALBERT FALLS,3201
KWAZULU NATAL,PIETERMARITZBURG,ALEXANDRA,3201
KWAZULU NATAL,PIETERMARITZBURG,ALLANDALE HEIGHTS,3201
KWAZULU NATAL,PIETERMARITZBURG,ALLANDALE,3201
KWAZULU NATAL,PIETERMARITZBURG,ASHBURTON,3201
KWAZULU NATAL,PIETERMARITZBURG,ASHDOWN,3216
KWAZULU NATAL,PIETERMARITZBURG,ATHLONE,3201
KWAZULU NATAL,PIETERMARITZBURG,BAYNESFIELD,3770
KWAZULU NATAL,PIETERMARITZBURG,BELFORT ESTATE,3201
KWAZULU NATAL,PIETERMARITZBURG,BELLEVUE,3201
KWAZULU NATAL,PIETERMARITZBURG,BISHOPSTOWE,3201
KWAZULU NATAL,PIETERMARITZBURG,BISLEY HEIGHTS,3201
KWAZULU NATAL,PIETERMARITZBURG,BISLEY VALLEY,3201
KWAZULU NATAL,PIETERMARITZBURG,BISLEY,3201
KWAZULU NATAL,PIETERMARITZBURG,BLACKRIDGE,3201
KWAZULU NATAL,PIETERMARITZBURG,BOMBAY HEIGHTS,3201
KWAZULU NATAL,PIETERMARITZBURG,BOSTON,3211
KWAZULU NATAL,PIETERMARITZBURG,BOUGHTON,3201
KWAZULU NATAL,PIETERMARITZBURG,CAMPSDRIFT,3201
KWAZULU NATAL,PIETERMARITZBURG,CASCADES,3202
KWAZULU NATAL,PIETERMARITZBURG,CENTRAL,3201
KWAZULU NATAL,PIETERMARITZBURG,CHASE VALLEY DOWNS,3201
KWAZULU NATAL,PIETERMARITZBURG,CHASE VALLEY HEIGHTS,3201
KWAZULU NATAL,PIETERMARITZBURG,CHASE VALLEY,3201
KWAZULU NATAL,PIETERMARITZBURG,CHASEDENE,3201
KWAZULU NATAL,PIETERMARITZBURG,CITY,3201
KWAZULU NATAL,PIETERMARITZBURG,CLARENDON,3201
KWAZULU NATAL,PIETERMARITZBURG,CLARIDGE,3215
KWAZULU NATAL,PIETERMARITZBURG,CLELAND,3201
KWAZULU NATAL,PIETERMARITZBURG,COPESVILLE,3201
KWAZULU NATAL,PIETERMARITZBURG,CRAMOND,3220
KWAZULU NATAL,PIETERMARITZBURG,CUMBERWOOD,3201
KWAZULU NATAL,PIETERMARITZBURG,DEJERRING HEIGHTS,3201
KWAZULU NATAL,PIETERMARITZBURG,DORPSPRUIT,3201
KWAZULU NATAL,PIETERMARITZBURG,DUNVERIA,3201
KWAZULU NATAL,PIETERMARITZBURG,EASTWOOD,3201
KWAZULU NATAL,PIETERMARITZBURG,EDENDALE,3217
KWAZULU NATAL,PIETERMARITZBURG,ELANDSKOP,4540
KWAZULU NATAL,PIETERMARITZBURG,EPWORTH,3201
KWAZULU NATAL,PIETERMARITZBURG,FAIRMEAD,3201
KWAZULU NATAL,PIETERMARITZBURG,FERNCLIFFE,3201
KWAZULU NATAL,PIETERMARITZBURG,FILLIAN PARK,3201
KWAZULU NATAL,PIETERMARITZBURG,FOXHILL,3201
KWAZULU NATAL,PIETERMARITZBURG,GLENWOOD,3201
KWAZULU NATAL,PIETERMARITZBURG,GRANGE,3201
KWAZULU NATAL,PIETERMARITZBURG,HAYFIELDS,3201
KWAZULU NATAL,PIETERMARITZBURG,HAZELMERE,3201
KWAZULU NATAL,PIETERMARITZBURG,IMBALI,3201
KWAZULU NATAL,PIETERMARITZBURG,KINGSTON PARK,3201
KWAZULU NATAL,PIETERMARITZBURG,LAXMI,3207
KWAZULU NATAL,PIETERMARITZBURG,LESTER PARK,3201
KWAZULU NATAL,PIETERMARITZBURG,LINCOLN MEADE,3201
KWAZULU NATAL,PIETERMARITZBURG,LIONS RIVER,3260
KWAZULU NATAL,PIETERMARITZBURG,LYNFIELD PARK,3201
KWAZULU NATAL,PIETERMARITZBURG,LYNROY,3201
KWAZULU NATAL,PIETERMARITZBURG,MANDERSTON,3201
KWAZULU NATAL,PIETERMARITZBURG,MANOR,3201
KWAZULU NATAL,PIETERMARITZBURG,MASONS MILL,3201
KWAZULU NATAL,PIETERMARITZBURG,MAYORS WALK,3201
KWAZULU NATAL,PIETERMARITZBURG,MEADOWS,3201
KWAZULU NATAL,PIETERMARITZBURG,MKONDENI,3201
KWAZULU NATAL,PIETERMARITZBURG,MONTROSE,3201
KWAZULU NATAL,PIETERMARITZBURG,MOUNT MICHAEL,3201
KWAZULU NATAL,PIETERMARITZBURG,MOUNT VIEW,3201
KWAZULU NATAL,PIETERMARITZBURG,MOUNTAIN RISE,3201
KWAZULU NATAL,PIETERMARITZBURG,MUSWELL HILL,3201
KWAZULU NATAL,PIETERMARITZBURG,MVUNYANA,3220
KWAZULU NATAL,PIETERMARITZBURG,MYSORE RIDGE,3201
KWAZULU NATAL,PIETERMARITZBURG,NAPIERVILLE,3201
KWAZULU NATAL,PIETERMARITZBURG,NEWHOLME,3201
KWAZULU NATAL,PIETERMARITZBURG,NORTHDALE,3201
KWAZULU NATAL,PIETERMARITZBURG,NORTHERN PARK,3201
KWAZULU NATAL,PIETERMARITZBURG,OAK PARK,3201
KWAZULU NATAL,PIETERMARITZBURG,OAK VIEW,3201
KWAZULU NATAL,PIETERMARITZBURG,ORIBI HEIGHTS,3201
KWAZULU NATAL,PIETERMARITZBURG,ORIBI,3201
KWAZULU NATAL,PIETERMARITZBURG,ORIENT HEIGHTS,3201
KWAZULU NATAL,PIETERMARITZBURG,OTHER,3201
KWAZULU NATAL,PIETERMARITZBURG,PANORAMA GARDENS,3201
KWAZULU NATAL,PIETERMARITZBURG,PANORAMA,3201
KWAZULU NATAL,PIETERMARITZBURG,PEACEHAVEN,3201
KWAZULU NATAL,PIETERMARITZBURG,PELHAM,3201
KWAZULU NATAL,PIETERMARITZBURG,PENTRICH,3201
KWAZULU NATAL,PIETERMARITZBURG,PIETERMARITZBURG,3201
KWAZULU NATAL,PIETERMARITZBURG,PLESSISLAER,3216
KWAZULU NATAL,PIETERMARITZBURG,PRESTBURY,3201
KWAZULU NATAL,PIETERMARITZBURG,RAISETHORPE,3201
KWAZULU NATAL,PIETERMARITZBURG,RICHMOND CREST,3201
KWAZULU NATAL,PIETERMARITZBURG,RIDGE PARK,3201
KWAZULU NATAL,PIETERMARITZBURG,ROSEDALE,3201
KWAZULU NATAL,PIETERMARITZBURG,SAMANAVILLE,3201
KWAZULU NATAL,PIETERMARITZBURG,SCOTTSVILLE,3201
KWAZULU NATAL,PIETERMARITZBURG,SHORTS RETREAT,3201
KWAZULU NATAL,PIETERMARITZBURG,SIGNAL HILL,3201
KWAZULU NATAL,PIETERMARITZBURG,SOBANTU,3210
KWAZULU NATAL,PIETERMARITZBURG,SOUTHLANDS,3201
KWAZULU NATAL,PIETERMARITZBURG,SUNNYSIDE,3201
KWAZULU NATAL,PIETERMARITZBURG,SWEET WATERS,3250
KWAZULU NATAL,PIETERMARITZBURG,THORNVILLE,3760
KWAZULU NATAL,PIETERMARITZBURG,TOWN BUSH VALLEY,3201
KWAZULU NATAL,PIETERMARITZBURG,TOWN VALLEY,3201
KWAZULU NATAL,PIETERMARITZBURG,TWEEDIE,3255
KWAZULU NATAL,PIETERMARITZBURG,UPPER FERNCLIFFE,3201
KWAZULU NATAL,PIETERMARITZBURG,WEMBLEY,3201
KWAZULU NATAL,PIETERMARITZBURG,WENSLEYDALE,3201
KWAZULU NATAL,PIETERMARITZBURG,WESTGATE,3201
KWAZULU NATAL,PIETERMARITZBURG,WILLOWTON,3201
KWAZULU NATAL,PIETERMARITZBURG,WOODLANDS,3201
KWAZULU NATAL,PIETERMARITZBURG,WORLDS VIEW,3201
KWAZULU NATAL,PINETOWN,ALBINIA A H,3610
KWAZULU NATAL,PINETOWN,ALEXANDER PARK,3610
KWAZULU NATAL,PINETOWN,ASHLEY,3610
KWAZULU NATAL,PINETOWN,ASHWOOD,3610
KWAZULU NATAL,PINETOWN,BERKSHIRE DOWNS,3610
KWAZULU NATAL,PINETOWN,BIRCHWOOD PARK,3610
KWAZULU NATAL,PINETOWN,CAVERSHAM GLEN,3610
KWAZULU NATAL,PINETOWN,CHELMSFORD PARK,3610
KWAZULU NATAL,PINETOWN,CLERMONT,3610
KWAZULU NATAL,PINETOWN,CLERNAVILLE,3610
KWAZULU NATAL,PINETOWN,COWIES HILL PARK,3610
KWAZULU NATAL,PINETOWN,COWIES HILL,3610
KWAZULU NATAL,PINETOWN,DASSENHOEK ACORN,3610
KWAZULU NATAL,PINETOWN,DASSENHOEK,3610
KWAZULU NATAL,PINETOWN,EMMAUS,3610
KWAZULU NATAL,PINETOWN,FARNINGHAM RIDGE,3610
KWAZULU NATAL,PINETOWN,FIELDS HILL,3610
KWAZULU NATAL,PINETOWN,FOREST DENE,3610
KWAZULU NATAL,PINETOWN,GARLMORE,3610
KWAZULU NATAL,PINETOWN,GEILS A H,3610
KWAZULU NATAL,PINETOWN,GLENPARK,3610
KWAZULU NATAL,PINETOWN,HATTON A H,3610
KWAZULU NATAL,PINETOWN,HATTON ESTATE,3610
KWAZULU NATAL,PINETOWN,HED A H,3610
KWAZULU NATAL,PINETOWN,HIGHLANDS HILLS,3610
KWAZULU NATAL,PINETOWN,KLAARWATER,3610
KWAZULU NATAL,PINETOWN,KWADABEKA,3612
KWAZULU NATAL,PINETOWN,KWANDENGEZI,3607
KWAZULU NATAL,PINETOWN,LAKESIDE,3610
KWAZULU NATAL,PINETOWN,LANGEFONTEIN A H,3610
KWAZULU NATAL,PINETOWN,LUGANDA,3610
KWAZULU NATAL,PINETOWN,MADIBA VALLEY,3610
KWAZULU NATAL,PINETOWN,MAHOGANY RIDGE,3610
KWAZULU NATAL,PINETOWN,MANORS,3610
KWAZULU NATAL,PINETOWN,MARIANN RIDGE,3610
KWAZULU NATAL,PINETOWN,MARIANNHILL PARK,3610
KWAZULU NATAL,PINETOWN,MARIANNHILL,3610
KWAZULU NATAL,PINETOWN,MATOLA FARM,3610
KWAZULU NATAL,PINETOWN,MOSELEY PARK,3610
KWAZULU NATAL,PINETOWN,MOTALA HEIGHTS,3610
KWAZULU NATAL,PINETOWN,MOUNTAIN RIDGE,3610
KWAZULU NATAL,PINETOWN,NAGINA,3610
KWAZULU NATAL,PINETOWN,NAZARETH,3610
KWAZULU NATAL,PINETOWN,NEW GERMANY,3610
KWAZULU NATAL,PINETOWN,PADFIELD PARK,3610
KWAZULU NATAL,PINETOWN,PARADISE VALLEY,3610
KWAZULU NATAL,PINETOWN,PHILIP FRAME PARK,3610
KWAZULU NATAL,PINETOWN,PHUMPHELE,3610
KWAZULU NATAL,PINETOWN,PINELANDS,3610
KWAZULU NATAL,PINETOWN,PINESIDE,3610
KWAZULU NATAL,PINETOWN,PINETOWN,3610
KWAZULU NATAL,PINETOWN,ROCHDALE PARK,3610
KWAZULU NATAL,PINETOWN,ROCHDALE,3610
KWAZULU NATAL,PINETOWN,SARNIA,3610
KWAZULU NATAL,PINETOWN,SAVANNAH PARK,3610
KWAZULU NATAL,PINETOWN,SHONGWENI,3610
KWAZULU NATAL,PINETOWN,ST WENDOLINS RIDGE,3609
KWAZULU NATAL,PINETOWN,STOCKVILLE A H,3610
KWAZULU NATAL,PINETOWN,SURPRISE FARM,3610
KWAZULU NATAL,PINETOWN,THE WOLDS,3610
KWAZULU NATAL,PINETOWN,THORNWOOD,3610
KWAZULU NATAL,PINETOWN,UMSHININI,3610
KWAZULU NATAL,PINETOWN,WESTMEAD,3610
KWAZULU NATAL,PINETOWN,WOODLANDS A H,3610
KWAZULU NATAL,PINETOWN,WOODSIDE,3610
KWAZULU NATAL,PINETOWN,ZEEKOEGAT,3610
KWAZULU NATAL,POMEROY,POMEROY,3020
KWAZULU NATAL,PONGOLA,PONGOLA,3170
KWAZULU NATAL,PORT SHEPSTONE,ALBERSVILLE,4240
KWAZULU NATAL,PORT SHEPSTONE,GAY RIDGE,4275
KWAZULU NATAL,PORT SHEPSTONE,MELVILLE,4240
KWAZULU NATAL,PROSPECTON,PROSPECTON,4133
KWAZULU NATAL,QUEENSBURGH,BURLINGTON GARDENS,4093
KWAZULU NATAL,QUEENSBURGH,EAST QUEENSBURGH ESTATE,4093
KWAZULU NATAL,QUEENSBURGH,ESCOMBE,4093
KWAZULU NATAL,QUEENSBURGH,FAIRLIGHT,4093
KWAZULU NATAL,QUEENSBURGH,FLAMBOYANT PARK,4093
KWAZULU NATAL,QUEENSBURGH,HARINAGAR,4093
KWAZULU NATAL,QUEENSBURGH,HILLVIEW,4093
KWAZULU NATAL,QUEENSBURGH,NORTHDENE PARK ESTATE,4093
KWAZULU NATAL,QUEENSBURGH,NORTHDENE,4093
KWAZULU NATAL,QUEENSBURGH,PARKSIDE,4093
KWAZULU NATAL,QUEENSBURGH,QUEENSBURGH ESTATE,4093
KWAZULU NATAL,QUEENSBURGH,QUEENSBURGH,4093
KWAZULU NATAL,QUEENSBURGH,QUEENSMEAD INDUSTRIA,4093
KWAZULU NATAL,QUEENSBURGH,RIDLEY PARK,4093
KWAZULU NATAL,RICHARDS BAY,ALTON,3900
KWAZULU NATAL,RICHARDS BAY,AQUADENE,3900
KWAZULU NATAL,RICHARDS BAY,ARBORETUM,3900
KWAZULU NATAL,RICHARDS BAY,BIRDSLUCK VIEW,3900
KWAZULU NATAL,RICHARDS BAY,BIRDSWOOD,3900
KWAZULU NATAL,RICHARDS BAY,BRACKENHAM,3900
KWAZULU NATAL,RICHARDS BAY,MEER EN SEE,3901
KWAZULU NATAL,RICHARDS BAY,RICHARDS BAY,3900
KWAZULU NATAL,RICHARDS BAY,VELD EN VLEI,3900
KWAZULU NATAL,RICHARDS BAY,WATERBERRY WOOD,3902
KWAZULU NATAL,RICHARDS BAY,WILDENWIDE,3900
KWAZULU NATAL,RICHMOND,RICHMOND,3780
KWAZULU NATAL,SALT ROCK,DUNKIRK,4420
KWAZULU NATAL,SALT ROCK,SALT ROCK,4390
KWAZULU NATAL,SALT ROCK,SHEFFIELD BEACH,4420
KWAZULU NATAL,SALT ROCK,SHEFFIELD,4420
KWAZULU NATAL,SCOTTBURGH,BAZLEY BEACH,4185
KWAZULU NATAL,SCOTTBURGH,BAZLEY,4185
KWAZULU NATAL,SCOTTBURGH,DUDUDU,4180
KWAZULU NATAL,SCOTTBURGH,ELYSSIUM,4186
KWAZULU NATAL,SCOTTBURGH,FREELAND PARK,4180
KWAZULU NATAL,SCOTTBURGH,IFAFA BEACH,4185
KWAZULU NATAL,SCOTTBURGH,KELSO,4183
KWAZULU NATAL,SCOTTBURGH,PARK RYNIE,4182
KWAZULU NATAL,SCOTTBURGH,SCOTTBURGH CENTRAL,4180
KWAZULU NATAL,SCOTTBURGH,SCOTTBURGH SOUTH,4180
KWAZULU NATAL,SCOTTBURGH,SCOTTBURGH,4180
KWAZULU NATAL,SCOTTBURGH,UMZINTO NORTH,4200
KWAZULU NATAL,SCOTTBURGH,UMZINTO,4200
KWAZULU NATAL,SHAKAS HEAD,SHAKAS HEAD,4381
KWAZULU NATAL,SHAKASKRAAL,SHAKASKRAAL,4430
KWAZULU NATAL,SHALLCROSS,BUFFELS BOSCH,4093
KWAZULU NATAL,SHALLCROSS,BURLINGTON HEIGHTS,4093
KWAZULU NATAL,SHALLCROSS,SHALLCROSS,4093
KWAZULU NATAL,ST LUCIA,ST LUCIA,3936
KWAZULU NATAL,STANGER,ALADINVILLE,4450
KWAZULU NATAL,STANGER,BLYTHEDALE BEACH,4450
KWAZULU NATAL,STANGER,BLYTHEDALE,4450
KWAZULU NATAL,STANGER,DAWNSIDE,4450
KWAZULU NATAL,STANGER,GLENDALE ESTATE,4450
KWAZULU NATAL,STANGER,GLENMILL,4452
KWAZULU NATAL,STANGER,HIGHRIDGE,4450
KWAZULU NATAL,STANGER,KEARSNEY,4453
KWAZULU NATAL,STANGER,KWADUKUZA,4450
KWAZULU NATAL,STANGER,LARKFIELD,4450
KWAZULU NATAL,STANGER,MELVILLE,4450
KWAZULU NATAL,STANGER,NEW GUELDERLANA,4450
KWAZULU NATAL,STANGER,OTIMATI,4450
KWAZULU NATAL,STANGER,PRINCESS GRANT,4450
KWAZULU NATAL,STANGER,SHAKAVILLE,4450
KWAZULU NATAL,STANGER,STANGER HEIGHTS,4450
KWAZULU NATAL,STANGER,STANGER MANOR,4450
KWAZULU NATAL,STANGER,STANGER,4450
KWAZULU NATAL,STANGER,STARKEVILLE,4450
KWAZULU NATAL,STANGER,SUNDUMBILI,4491
KWAZULU NATAL,STANGER,TOWNVIEW,4450
KWAZULU NATAL,STANGER,TUGELA FERRY,3010
KWAZULU NATAL,STANGER,TUGELA MOUTH,4450
KWAZULU NATAL,STANGER,TUGELA,4451
KWAZULU NATAL,STANGER,WARRENTON,4450
KWAZULU NATAL,TINLEY MANOR,TINLEY MANOR,4390
KWAZULU NATAL,TONGAAT,BELVEDERE,4400
KWAZULU NATAL,TONGAAT,BUFFELSDALE,4400
KWAZULU NATAL,TONGAAT,BURBREEZE,4400
KWAZULU NATAL,TONGAAT,CHELMSFORD HEIGHTS,4400
KWAZULU NATAL,TONGAAT,DOLPHIN COAST,4404
KWAZULU NATAL,TONGAAT,DORES FLATS,4400
KWAZULU NATAL,TONGAAT,FAIRBREEZE,4400
KWAZULU NATAL,TONGAAT,FARM AREAS,4400
KWAZULU NATAL,TONGAAT,FLAMINGO HEIGHTS,4400
KWAZULU NATAL,TONGAAT,GANDHINAGAR,4400
KWAZULU NATAL,TONGAAT,GANDHIS HILL,4400
KWAZULU NATAL,TONGAAT,HAMBANATI,4400
KWAZULU NATAL,TONGAAT,JAN ROX,4400
KWAZULU NATAL,TONGAAT,MAIDSTONE,4380
KWAZULU NATAL,TONGAAT,MITHANAGAR,4400
KWAZULU NATAL,TONGAAT,NAIDOOVILLE,4400
KWAZULU NATAL,TONGAAT,NORTH BEACH,4400
KWAZULU NATAL,TONGAAT,SANDFIELD,4400
KWAZULU NATAL,TONGAAT,SOUTH BEACH,4400
KWAZULU NATAL,TONGAAT,TONGAAT,4400
KWAZULU NATAL,TONGAAT,TRUROLANDS,4400
KWAZULU NATAL,TONGAAT,UPPER TONGAAT,4402
KWAZULU NATAL,TONGAAT,VANROVA,4400
KWAZULU NATAL,TONGAAT,WATERWAYS,4400
KWAZULU NATAL,TONGAAT,WATSONIA,4400
KWAZULU NATAL,TRANSKEI,BONTRAND,4700
KWAZULU NATAL,TRANSKEI,KROMHOEK,3307
KWAZULU NATAL,TRANSKEI,SNEEZEWOOD,4630
KWAZULU NATAL,TRANSKEI,STAFFORDSPOST,4700
KWAZULU NATAL,UMBUMBULU,UMBUMBULU,4105
KWAZULU NATAL,UMDLOTI,UMDLOTI BEACH,4350
KWAZULU NATAL,UMDLOTI,UMDLOTI HEIGHTS,4340
KWAZULU NATAL,UMDLOTI,UMDLOTI,4350
KWAZULU NATAL,UMHLALI,CHAKAS ROCK,4390
KWAZULU NATAL,UMHLALI,COMPENSATION BEACH,4390
KWAZULU NATAL,UMHLALI,FOXHILL,4390
KWAZULU NATAL,UMHLALI,UMHLALI,4390
KWAZULU NATAL,UMHLANGA RIDGE,NEW TOWN CENTRE,4319
KWAZULU NATAL,UMHLANGA ROCKS,PRESTONDALE,4320
KWAZULU NATAL,UMHLANGA ROCKS,UMHLANGA ROCKS,4320
KWAZULU NATAL,UMHLANGA,COTTON LANDS,4340
KWAZULU NATAL,UMHLANGA,HERRWOOD PARK,4320
KWAZULU NATAL,UMHLANGA,IZINGA RIDGE,4320
KWAZULU NATAL,UMHLANGA,LA LUCIA RIDGE,4051
KWAZULU NATAL,UMHLANGA,LA LUCIA,4051
KWAZULU NATAL,UMHLANGA,NEWSEL BEACH,4320
KWAZULU NATAL,UMHLANGA,ROLLING HILLS,4320
KWAZULU NATAL,UMHLANGA,SELECTION BEACH,4320
KWAZULU NATAL,UMHLANGA,SOMERSET PARK,4320
KWAZULU NATAL,UMHLANGA,SUNNINGDALE,4051
KWAZULU NATAL,UMHLANGA,UMHLANGA CREST,4320
KWAZULU NATAL,UMHLANGA,UMHLANGA RIDGE,4320
KWAZULU NATAL,UMHLANGA,UMHLANGA,4320
KWAZULU NATAL,UMHLANGA,WESTRIDGE,4320
KWAZULU NATAL,UMKOMAAS,CLANSTHAL,4170
KWAZULU NATAL,UMKOMAAS,CRAIGIEBURN,4170
KWAZULU NATAL,UMKOMAAS,ROSENEATH,4171
KWAZULU NATAL,UMKOMAAS,UMKOMAAS,4170
KWAZULU NATAL,UMKOMAAS,UMKOMAZI DRIFT,4170
KWAZULU NATAL,UMKOMAAS,WIDENHAM,4170
KWAZULU NATAL,UMLAZI,SOUTHERN UMLAZI,4126
KWAZULU NATAL,UMLAZI,UMLAZI,4126
KWAZULU NATAL,UMZINTO,ASOKA HEIGHTS,4200
KWAZULU NATAL,UMZINTO,BRAEMAR,4202
KWAZULU NATAL,UMZINTO,HAZELWOOD,4200
KWAZULU NATAL,UMZINTO,KADIVA HEIGHTS,4200
KWAZULU NATAL,UMZINTO,ROSEVILLE,4200
KWAZULU NATAL,UMZUMBE,UMZUMBE,4225
KWAZULU NATAL,UNDERBERG,UNDERBERG,3257
KWAZULU NATAL,UTRECHT,GROENVLEI,2980
KWAZULU NATAL,UTRECHT,UTRECHT,2980
KWAZULU NATAL,UTRECHT,WELGEDACHT,2980
KWAZULU NATAL,VERULAM,BRINDHAVEN,4340
KWAZULU NATAL,VERULAM,CANELANDS,4340
KWAZULU NATAL,VERULAM,CONISTON,4340
KWAZULU NATAL,VERULAM,CORDOBA GARDENS,4340
KWAZULU NATAL,VERULAM,DAWNCREST,4340
KWAZULU NATAL,VERULAM,EVEREST HEIGHTS,4340
KWAZULU NATAL,VERULAM,GRANGETOWN,4340
KWAZULU NATAL,VERULAM,KATZKOP,4340
KWAZULU NATAL,VERULAM,LOTUSVILLE,4340
